DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1983,118.442,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1984,118.393,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1985,118.47,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1986,118.762,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1987,119.11,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1988,119.12,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1989,118.203,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1990,116.353,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1991,114.203,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1992,111.928,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1993,109.386,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1994,106.521,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1995,103.563,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1996,100.567,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1997,97.506,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1998,94.644,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,1999,91.778,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2000,88.478,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2001,84.966,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2002,81.661,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2003,78.614,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2004,75.794,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2005,73.339,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2006,71.461,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2007,70.282,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2008,69.782,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2009,69.789,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2010,70.13,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2011,69.91,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2012,68.95,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2013,67.862,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2014,66.538,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2015,65.07,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2016,63.792,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2017,62.907,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2018,62.111,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2019,60.989,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2020,59.629,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2021,58.236,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2022,57.195,0: Units,PCNT: %,F: Forecast value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,F: Female,2023,56.392,0: Units,PCNT: %,F: Forecast value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1970,98.866,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1971,100.454,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1972,104.737,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1973,108.602,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1974,110.735,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1975,111.815,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1976,113.592,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1977,115.778,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1978,118.208,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1979,120.571,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1980,122.036,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1981,122.2,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1982,121.744,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1983,121.28,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1984,120.94,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1985,120.671,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1986,120.461,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1987,120.411,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MHL: Marshall Islands,DM_DPR_TOT: Total dependency ratio,M: Male,1988,120.105,0: Units,PCNT: %,E: Estimated value,,,,,,"Data from 236 countries/areas with population more than 1K from WPP2022, countries/areas less than 1K population is not shown but calculated when aggregated.","United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022, Online Edition.",https://population.un.org/wpp/,,,,,_T: Total
